TEXTURE PATH,L,T,W,H
graphics/heroin_sprite.png,0,814,43,50
graphics/heroin_sprite.png,43,814,43,50
graphics/heroin_sprite.png,86,814,43,50
graphics/heroin_sprite.png,129,814,43,50
graphics/heroin_sprite.png,172,814,43,50
graphics/heroin_sprite.png,215,814,43,50
graphics/heroin_sprite.png,258,814,43,50
graphics/heroin_sprite.png,301,814,43,50
graphics/heroin_sprite.png,344,814,43,50
graphics/heroin_sprite.png,387,814,43,50
graphics/heroin_sprite.png,430,814,43,50
graphics/heroin_sprite.png,473,814,43,50
graphics/heroin_sprite.png,516,814,43,50
graphics/heroin_sprite.png,559,814,43,50
graphics/heroin_sprite.png,602,814,43,50
