TEXTURE PATH,L,T,W,H
graphics/title.png,0,1796,80,90
graphics/title.png,80,1796,80,90
graphics/title.png,160,1796,80,90
graphics/title.png,240,1796,80,90
graphics/title.png,320,1796,80,90
graphics/title.png,400,1796,80,90
graphics/title.png,480,1796,80,90
graphics/title.png,560,1796,80,90
graphics/title.png,640,1796,80,90
graphics/title.png,720,1796,80,90
graphics/title.png,800,1796,80,90
graphics/title.png,880,1796,80,90
graphics/title.png,960,1796,80,90
graphics/title.png,1040,1796,80,90
graphics/title.png,1120,1796,80,90
graphics/title.png,1200,1796,80,90
graphics/title.png,1280,1796,80,90
graphics/title.png,1360,1796,80,90
graphics/title.png,1440,1796,80,90
graphics/title.png,1520,1796,80,90
graphics/title.png,1600,1796,80,90
graphics/title.png,1680,1796,80,90
graphics/title.png,1760,1796,80,90
graphics/title.png,1840,1796,80,90
graphics/title.png,0,1886,80,90
graphics/title.png,80,1886,80,90
graphics/title.png,160,1886,80,90
graphics/title.png,240,1886,80,90
graphics/title.png,320,1886,80,90
graphics/title.png,400,1886,80,90
graphics/title.png,480,1886,80,90
graphics/title.png,560,1886,80,90
