TEXTURE PATH,L,T,W,H
graphics/Lami_Phase1.png,0,13,32,52
graphics/Lami_Phase1.png,32,13,32,52
graphics/Lami_Phase1.png,64,13,32,52
graphics/Lami_Phase1.png,96,13,32,52
graphics/Lami_Phase1.png,128,13,32,52
graphics/Lami_Phase1.png,160,13,32,52
graphics/Lami_Phase1.png,192,13,32,52
graphics/Lami_Phase1.png,224,13,32,52
graphics/Lami_Phase1.png,256,13,32,52
graphics/Lami_Phase1.png,288,13,32,52
graphics/Lami_Phase1.png,320,13,32,52
graphics/Lami_Phase1.png,352,13,32,52
graphics/Lami_Phase1.png,0,65,32,52
graphics/Lami_Phase1.png,32,65,32,52
graphics/Lami_Phase1.png,64,65,32,52
graphics/Lami_Phase1.png,96,65,32,52
graphics/Lami_Phase1.png,128,65,32,52
graphics/Lami_Phase1.png,160,65,32,52
graphics/Lami_Phase1.png,192,65,32,52
graphics/Lami_Phase1.png,224,65,32,52
graphics/Lami_Phase1.png,256,65,32,52
graphics/Lami_Phase1.png,288,65,32,52
graphics/Lami_Phase1.png,320,65,32,52
graphics/Lami_Phase1.png,352,65,32,52
